gene	t	p	log2FC	padj	corr_with_FXN
NPC2	3.6095596109676293	0.001004483647280127	0.47231245948374756	0.012373412200587021	-0.5412237859847284
SNX29	3.6180155279311674	0.0010062416451264281	0.5126715573269482	0.01238583815010051	-0.4795984137785212
PSMC3IP	3.823280916287277	0.0010081986856820863	0.9495779148279855	0.01240069380432334	-0.3870467963040615
POLE4	-3.6114106674646838	0.0010093354575650576	-0.4594190497123787	0.01240544568699477	0.5272163118516889
ARPC3	-3.6161444900794546	0.0010131499225240594	-0.409769115993436	0.012443076797359008	0.48163460537053515
RPS27	-3.6075389903386808	0.0010139965920852242	-0.4393334697267761	0.012444229891433439	0.559650397824319
PPP2R5A	-3.609033534117915	0.0010160858192686535	-0.1944620086066351	0.012460619197574267	0.38853550652495633
KLC4	-3.6738036238993463	0.001020209295381706	-0.24821571204682336	0.012501912425467	0.3970222706082312
MFI2-AS1	-3.6057409572301093	0.001022044248971674	-0.7118937052952266	0.012515121096111661	0.45774633951050125
BBIP1	-3.6126387595330547	0.0010233306405731208	-0.2724313913424714	0.01252159794175741	0.3873437891981506
DHX35	-3.6272388851550743	0.0010263755205372556	-0.27348691904494515	0.012549566368344211	0.361809097468079
AGO1	3.6697046804053675	0.0010282478148475947	0.321910250314712	0.012563166760713665	-0.3016962681305568
SARS	-3.730887661661328	0.001032934534470679	-0.4647059274776648	0.01261110841162097	0.600384260435165
VPS51	-3.6450148538889175	0.0010342022631335517	-0.3250479724045139	0.012617267610229332	0.41684462402800837
LMLN	3.6366911493315306	0.0010364701945137344	0.4773113640852573	0.012628393242943698	-0.3208157414791716
PYCARD	-3.7416194474143287	0.0010374059659982785	-0.9706977675684785	0.012628393242943698	0.3749215870074649
SNAP47	-3.604373161353165	0.0010371086660840186	-0.133132527438665	0.012628393242943698	0.4390330701660814
ZNF211	-3.637958349823437	0.0010392999341722324	-0.33784866350018117	0.012642139228698435	0.3464352763755935
RPL36AL	-3.6060027128796337	0.0010447959397585135	-0.2634765857330663	0.01267660541499701	0.4265655744966346
DLG3	-3.617186797464034	0.001045688053672773	-0.5491765505849946	0.01267660541499701	0.49082200174435614
LOC100288123	3.6692358603257667	0.0010459675631272107	0.4980659851719027	0.01267660541499701	-0.4178252919757971
FLJ22447	3.6066602746848546	0.0010450525799289637	1.1844338460363981	0.01267660541499701	-0.3644798737844802
CCDC137	3.6590605889044574	0.001044481676631997	0.25251483529238605	0.01267660541499701	-0.43301407762712707
PRKAG1	-3.6050605552361463	0.0010483233673915016	-0.2386550720002294	0.012695848781207995	0.4628784155778
MLYCD	-3.7507762679560126	0.0010503575609188901	-0.3023012329948571	0.012710023386198735	0.3528333763284465
KCTD6	-3.724685313714345	0.0010510315146653967	-0.3030519288378324	0.012710023386198735	0.5820695624124239
ZBTB3	-3.6149318113722937	0.0010539460701490069	-0.24231163804483735	0.012735952109381018	0.4315742406999778
CCDC87	3.5957270739714433	0.0010585276702605726	0.5824597281107038	0.012781972912401405	-0.4510961318713163
IDNK	-3.654442068361367	0.001059349349565885	-0.5366742745636417	0.012782557735528208	0.5080775129368302
LSM14A	-3.627669534714061	0.0010616652905427856	-0.22881213446236437	0.01278513360902579	0.5307969665705077
OAZ1	-3.595854444326951	0.0010618830346132968	-0.3695776155883923	0.01278513360902579	0.43814204860227535
CLN6	3.722647198442075	0.0010614630078423879	0.6216671487767087	0.01278513360902579	-0.37623123031870953
COPS8	3.60102885513892	0.0010651736120842084	0.3665494394650395	0.012815418472608477	-0.34943150389152383
VAPA	-3.593449133538854	0.0010673046583321627	-0.2079281355102296	0.01283171876864653	0.4680938217970226
NUP205	3.7265908649619965	0.0010702591759796463	0.3705985905196698	0.01285217406143436	-0.3993540526643261
KATNA1	-3.5983029596106055	0.0010705609873930865	-0.15794475841186006	0.01285217406143436	0.5286590434749526
MTO1	-3.5878876094476158	0.0010719979756762415	-0.23975182757874158	0.0128600860202496	0.5285366034129262
TNFAIP6	3.63086047639672	0.0010799803024776748	1.5987302812294164	0.012946449876909676	-0.38516742464134496
ADH1C	-3.6128757399395584	0.0010820661316412225	-1.1882185972963786	0.01295857680307259	0.3752902988190544
GSTA4	-3.6812503973110893	0.0010825597099415188	-0.434135459804752	0.01295857680307259	0.4427560639385404
MASTL	3.7714042471399236	0.001083572631307062	0.6080354778485333	0.012961316330055747	-0.41240549141200844
INCENP	3.7568650714036225	0.0010864003420996988	1.0443389520174389	0.01298574407465663	-0.3911808491592085
DIRAS3	3.5990746829833666	0.0010882131192049645	1.1881700218839581	0.012988628933990807	-0.3306990134741884
MED15	3.5891817319210872	0.0010874367389967663	0.42825244918172345	0.012988628933990807	-0.4117329645017608
WASH7P	-3.5794311387363713	0.0010905581472570593	-0.34755324031814006	0.013007227079586183	0.32905095350806846
KAT2A	-3.598462317783012	0.0010942868268960526	-0.3174408741211199	0.013023510104693048	0.45616160240713416
GUF1	3.5792387735594806	0.0010927172129611088	0.16455457608860868	0.013023510104693048	-0.28033513288602385
RNF138P1	3.740604009749918	0.0010936087545868319	1.0237669441846737	0.013023510104693048	-0.5226278661753405
ZNF606	-3.5862222767267493	0.0010988008568191428	-0.3088694695351899	0.013065837032208014	0.3634180200259978
CNOT6	3.5812391549660405	0.0010994240706431158	0.20685826233317783	0.013065837032208014	-0.3840257717131031
ANKRD61	3.585188281415657	0.0011018201451360053	0.5919513473111513	0.013076012861015908	-0.4346335334844399
RSG1	-3.5758219115947587	0.00110186231416098	-0.3571441279852694	0.013076012861015908	0.4062919528058174
PSKH1	3.6575114055846614	0.0011071451225078833	0.23905022579968715	0.013129279784919526	-0.4749742473957325
SLC13A1	3.5760605804402488	0.0011117882296466325	0.7840134150938458	0.013174889766515041	-0.3392923721681827
ZNF248	-3.6661355846928414	0.0011171908715646	-0.28507478706844047	0.013229428580110602	0.375025764848901
NIM1	3.5765916388398726	0.0011193978712578853	0.6299221599310885	0.013246074595393058	-0.2998836023684951
RPL26	-3.574080400542835	0.0011247579465836462	-0.5554423209841879	0.013299981126591027	0.5308497134429463
GAS5	-3.570251979387538	0.0011257725979281962	-0.8656289884612605	0.013302463771516093	0.5525287812612356
SIGIRR	-3.567512673281506	0.001128024813852132	-0.6816359950478921	0.013319555855563997	0.3316812219147872
RPS18	-3.5708362389062476	0.0011298142027551749	-0.4974298188540107	0.0133311624452147	0.5660529243055938
SUV39H2	3.6966738955342042	0.0011316697422404482	0.3931128944558182	0.013334021745528758	-0.35451209933889916
CCDC15	3.758384703138721	0.0011315882502211697	0.9342520154061162	0.013334021745528758	-0.37260034320364693
CPB2-AS1	3.563528660298953	0.0011392927391717094	0.48225088937276084	0.013414279395475447	-0.5361086421428569
MIR496	-3.6024639481234373	0.0011553811915270566	-0.650822510930404	0.013594025962372792	0.4950816075410623
TMEM219	-3.6955780308917765	0.001156938660494789	-0.2661320624018888	0.013602669272147481	0.45402310341502844
B9D1	-3.674549649372114	0.0011591740716205643	-0.5025155665656733	0.013619265513830525	0.423116142197293
MMP10	3.6070976120327445	0.0011625656099729415	1.930025792816858	0.013649412001749074	-0.44769461340878286
MGA	-3.5602540742097895	0.0011637666226250035	-0.1988960452388806	0.013653815499371138	0.47985098409628923
TARS	-3.635784919236564	0.0011657658270340925	-0.4258103645642226	0.01366433709575829	0.5689023429268439
ALG8	3.614915242310094	0.0011663165956152047	0.2537311356344336	0.01366433709575829	-0.3504168649306538
FAM189B	3.5886750461785337	0.001170213224859721	0.37632213319188335	0.013700279617674253	-0.46749169943625973
PCGF1	-3.5866198539276177	0.0011749180647587024	-0.2209343027866062	0.013745626701009279	0.5427333842851093
BCAT1	-3.645042124027994	0.0011770767279895393	-0.998125028940466	0.013761142426021977	0.5900107498727376
CCNL2	-3.551509537811358	0.0011799937601301687	-0.25994760254137717	0.013785496006156764	0.37006649908581657
POU2F2	3.5522252273243713	0.0011811490195665407	0.7947442503350377	0.013787781933261953	-0.4395089529124756
PHAX	3.556548432692039	0.0011827046477246566	0.18068878057529325	0.013787781933261953	-0.4548020473457373
ATP1B3	3.5504266902936106	0.0011839006377128397	0.3873461930364517	0.013787781933261953	-0.49511703478838337
MICAL1	-3.5493928183267016	0.001184359708743087	-0.5101934747311532	0.013787781933261953	0.3438092061417403
PPAT	3.599964762334981	0.0011821711123446688	0.31364630218806866	0.013787781933261953	-0.33439757164633555
SMPD3	-3.5710117717151415	0.0011863200112051772	-0.6333022108094477	0.013791178695662999	0.3598591796090415
TCOF1	3.5849062442013486	0.0011860615055447018	0.45562486008433467	0.013791178695662999	-0.31502274759527704
LOC641367	3.5487141611484545	0.0011897841915478903	1.0231990366051709	0.013802331558230298	-0.47836717565745196
UNC45A	-3.5487082270574026	0.0011886219360934661	-0.2446754316285098	0.013802331558230298	0.3031267173344828
WNT2B	-3.5652016098102544	0.0011890898131016363	-1.2513428308719936	0.013802331558230298	0.4010720568408185
HIST1H4E	-3.5923353660006416	0.0011930192076497884	-0.570508824466744	0.013804422244314336	0.4968535260965173
ARMC5	-3.5940052622753504	0.001192554596798046	-0.261196366143162	0.013804422244314336	0.29530982206393797
TMEM178A	-3.593315104210879	0.00119208387024827	-1.1573449260991042	0.013804422244314336	0.3558117994897507
ZCCHC3	-3.5684052499685137	0.0011943133792902472	-0.2613365215636101	0.013804422244314336	0.5517899629179626
INADL	-3.700042087251506	0.0011949747886766569	-0.47429334281902413	0.013804422244314336	0.37251328429947844
APMAP	-3.546155821939106	0.0011947995637132665	-0.36409910397106415	0.013804422244314336	0.37669562705188164
LENG9	-3.612811555242189	0.0011980569404175883	-0.5645361367056099	0.013830362627125106	0.38506150125584127
RXFP4	-3.551705246278444	0.0012030553857471924	-1.050777474835936	0.013878373050793326	0.36245796441372874
MMACHC	3.5617343305679663	0.0012047993933320365	0.5470970681514196	0.01388879970095669	-0.265902347560721
ZGLP1	-3.682278156752455	0.0012072850612858687	-0.5136036418713834	0.013901899795185255	0.47503272261145685
THNSL1	-3.5609243278890674	0.0012084586537826636	-0.4741806788882652	0.013901899795185255	0.6025100281385193
JMJD1C	3.544647874363097	0.0012080019681501544	0.2647181825346028	0.013901899795185255	-0.5390723327267026
PPP5D1	-3.542641431077572	0.001210557171452627	-0.8962627120324589	0.013916356468208189	0.34214714472825036
ZMIZ2	3.5568578990173383	0.001212001022269989	0.5089266140427178	0.013917206697044583	-0.41088588808835025
SPSB3	-3.546296210969656	0.0012123149019263324	-0.19523041138800323	0.013917206697044583	0.3654490085538804
UIMC1	-3.610770581323506	0.0012153747857523828	-0.24193700452162226	0.013938396343552307	0.40142409016930586
ALG10	3.674567835709409	0.001215847046603498	0.40670310306934887	0.013938396343552307	-0.3256325921800204
TM9SF1	3.541477699665402	0.0012177518593984586	0.2106642679905697	0.013950558550045683	-0.4307973269638128
PPM1L	3.5755241731123726	0.0012196253741958113	1.283169969055387	0.013962345609993737	-0.44100315028116677
KRT19	-3.6055313683688857	0.0012260809319331342	-2.1802884538980196	0.014026535561098022	0.360295089126158
SCPEP1	3.659306390135655	0.0012273173005848306	0.5344976269058659	0.014030969775911365	-0.4719344737404026
ADHFE1	-3.564763035372032	0.0012296479981266932	-0.8452635809872548	0.014047899832088711	0.3851463028247608
EVI2B	3.569417629320176	0.0012315565747762123	0.7990050205301538	0.014056285841722709	-0.4614862933872138
ANKRD32	3.563895458786919	0.0012320826437999036	0.43331926816436006	0.014056285841722709	-0.3741935962526029
MRPL30	-3.5332758663036428	0.0012385075812024837	-0.2612927109446659	0.014076141446659555	0.5647927368889295
TBC1D10B	3.5336647960703806	0.001238806532268047	0.2532220633511937	0.014076141446659555	-0.42504843763837846
PLXNB3	3.534577849754762	0.0012377763570486872	0.8513988179813898	0.014076141446659555	-0.6069787594108416
CEACAM22P	3.535611248685222	0.001235476972567743	0.4598316416935182	0.014076141446659555	-0.4098415315264718
NR3C2	3.5349841486475073	0.0012389320552228936	1.0846107673307577	0.014076141446659555	-0.5221930346137075
FAM124A	3.53437725374885	0.0012383237877032836	1.4377539359942242	0.014076141446659555	-0.4820983071905061
MYO9B	3.5467040912193823	0.0012399597422737194	0.34991992693141505	0.014078141826598113	-0.4554179743132762
NPTX2	3.532077464576343	0.0012421680456889007	2.9253169418323894	0.014093534635060547	-0.5085979433714468
MAP2K1	3.560803544002484	0.0012451589056494178	0.2591573083588212	0.014117779059870045	-0.44299915739898404
UROS	-3.5344374986604223	0.0012495700656888875	-0.22757920168282553	0.01415167855828378	0.4816348978842744
RNASE4	-3.5325457880559368	0.0012498609095090629	-0.5070652062024514	0.01415167855828378	0.3515273409901938
ADCY10P1	-3.5290326332589945	0.0012527523393696283	-0.656352707087434	0.014174708365584753	0.5055646295090628
SNAP23	-3.5474515414753856	0.001254456215787397	-0.26870309205107823	0.014184278866745184	0.3620723321142687
TULP4	3.5401674913763843	0.001261460642055711	0.3290344187656604	0.014185854335933983	-0.332658569835688
RPL13A	-3.5298448724859264	0.0012575279988839216	-0.511153893659694	0.014185854335933983	0.45456671062833287
LOC729603	3.5456435091083502	0.0012587154465709585	0.5515610274309326	0.014185854335933983	-0.5042359480962668
HSCB	-3.5670989670287443	0.0012607276082506273	-0.3288697215712526	0.014185854335933983	0.5255051658043999
ATP6V0C	3.5378373895275184	0.001260371601055935	0.4138860835078919	0.014185854335933983	-0.3820655657274851
ZNF420	-3.5905586055878342	0.0012572506282674813	-0.2700356145967566	0.014185854335933983	0.46704283371048766
CDC6	3.527679057220312	0.0012602739722067464	1.0566206442473849	0.014185854335933983	-0.4155678427530202
AGAP3	3.557221473896952	0.001257039267573635	0.16514176554986904	0.014185854335933983	-0.49059403812675606
MAP7D1	3.525379031664456	0.001266076787146733	0.2403501549793159	0.014218420766523536	-0.46686561131871174
MRPL48	-3.546509874038962	0.0012652339413527574	-0.2249701033387561	0.014218420766523536	0.43440460078977344
MIR377	-3.6139770824184905	0.0012689698744146726	-0.8451761344993569	0.014241236248437851	0.43387315509201546
CTC1	-3.53560490298072	0.001273219260663485	-0.295829467668713	0.014259883196495984	0.42431531493376584
ATP6V1C1	3.5269961257672335	0.0012716482432099192	0.2649552881907429	0.014259883196495984	-0.5046431078486897
LINC00271	-3.5416175469859765	0.0012732153716747793	-0.8286508202335696	0.014259883196495984	0.47058154602329505
SCN1B	-3.5309141433369198	0.0012746129516023382	-0.7009113909862261	0.014265827151616962	0.35950814565181005
CUEDC1	-3.636574417019103	0.0012795715803310497	-0.3261806143222614	0.014311635855515955	0.31695380286059877
ZNF75A	-3.5668808764615143	0.0012836107005543944	-0.23042958375209555	0.014347105132430489	0.3799018591767572
HOXD11	-3.6502660907611637	0.0012859638024489929	-3.68168913770288	0.014363694336678582	0.5008578439189337
INTS7	-3.605599252722841	0.0012881924955471886	-0.2623211666077214	0.014378872480682361	0.6165678331087975
TUBG1	3.7049660325431852	0.0012908605026916418	0.6421207933855158	0.014398930479079305	-0.37296600616690856
MRPL1	-3.517998168942991	0.0012924942603150568	-0.30132181488118626	0.01440743264819164	0.5316986600066107
MRPL2	-3.5193346315418865	0.0012937254673199994	-0.22911309627428444	0.014411439151123254	0.5748878605388081
SDC1	3.5178771420069395	0.001298734922197651	1.1187032464947233	0.014433242594326816	-0.46252655097725826
PHACTR4	3.539336075717825	0.0012982274748638265	0.4045273315200122	0.014433242594326816	-0.39047727109299
PSME3	3.5698509769929565	0.0012993222443611488	0.3678598852281443	0.014433242594326816	-0.2746463575663862
SAT1	3.6656213666799258	0.0013009213880313928	0.8241482417389729	0.014433242594326816	-0.4083534664746991
ZNF607	-3.5435301015042815	0.0013006497985284778	-0.31584129647583836	0.014433242594326816	0.33228612201184704
ROMO1	-3.5603219522538563	0.0012970984937962881	-0.48856720567681045	0.014433242594326816	0.4547826428426961
C19orf40	3.613149521867792	0.0013021588728253603	0.5683606611180103	0.014437282579930268	-0.37569114008242055
GATSL3	-3.5174689544819673	0.00130611000265782	-0.4630330981815689	0.014462369907063479	0.33280913795245676
TMSB10	-3.513700619688488	0.0013061713309083403	-0.5688062347915732	0.014462369907063479	0.4704145559719738
MRPS22	-3.5355534045087262	0.0013081599485612898	-0.19440814328033795	0.01447469351383312	0.5206130023442118
FAM167A	-3.6352017280588202	0.0013101842893097737	-1.2713283780309839	0.014477711555200447	0.5045691532080412
PTGR1	-3.5296216028768925	0.0013097983519454607	-0.4084662271793533	0.014477711555200447	0.476231156624787
STYXL1	-3.5433209225125775	0.0013123176405675006	-0.3350450869957857	0.01449159847442976	0.590799750577818
PRKACA	3.545233592118609	0.001314719846311233	0.4712937918432729	0.014508433764600127	-0.35927708757622256
AFMID	-3.5647204968540342	0.001324976733297764	-0.3277698080143443	0.01461186816420636	0.5884928234843257
HCFC2	-3.521645188413029	0.0013295198858585171	-0.21786114826058522	0.014642433866173983	0.39803955788424306
ATP11A	3.507218588202051	0.0013291501060172922	0.4813578420712581	0.014642433866173983	-0.4131036020137916
CCDC71	-3.5098828449730077	0.0013329135613446735	-0.171536795568338	0.014670036007049799	0.33190317773860245
RTN4R	-3.5529725131347734	0.0013357772700113746	-1.1099161182228006	0.0146917724887279	0.463862845985761
FAM19A2	3.531267216612193	0.0013402891684805285	1.9921035006082652	0.014731595907015702	-0.49142321105607445
ROM1	-3.5359044007037386	0.0013422414653150821	-0.6017591014562056	0.0147432516034044	0.3500928134429042
LOC100128505	3.5041687731132574	0.0013436346698780795	1.0327966982335453	0.014748754799305796	-0.4637042384927396
SPEF2	-3.5256045715130324	0.0013469251506456554	-0.5278859276722248	0.014765265030055258	0.41204219949664855
SMIM17	3.5498365763752897	0.0013467571022363607	0.41579011240879904	0.014765265030055258	-0.3931082675358597
UCK2	3.5311406978470457	0.0013489079981353171	0.2964634590302868	0.01477720219826039	-0.42297844465647527
CECR1	-3.5247490626869835	0.0013511871215735043	-1.2295095095973982	0.014792367090550729	0.380573290899653
ZNF768	-3.5030885831111696	0.001354416297810445	-0.2459214719659517	0.01481790590278257	0.47798604856100907
DEF6	-3.597953788846572	0.0013573853699031886	-1.09963313939646	0.014840567162612176	0.49440051865386947
PDS5A	3.5016574559535365	0.0013602447286072876	0.12697667010760227	0.014861999741313331	-0.38108036191126543
ALPP	3.5687560855074074	0.0013627761945398695	0.80861432577255	0.01487982382558691	-0.44420768392675725
RPL11	-3.4969751220842435	0.0013671422680207649	-0.3337479197897899	0.014917642793829218	0.5818589100189367
CTSS	3.5044342811728395	0.0013683352259573208	0.9240028939400426	0.014920811095185008	-0.3904228640805653
ARHGAP5	-3.4992289995727264	0.0013704794336917283	-0.3062073014454114	0.0149304466213778	0.3132741975871334
LOC100505761	-3.4989219841875236	0.0013710252235951547	-0.642451014401761	0.0149304466213778	0.5659834781628614
DALRD3	-3.499599734535668	0.0013786036254279203	-0.2749717787392285	0.01500229594916522	0.45933414366132835
MIR134	-3.558732822726345	0.0013794380160142238	-0.6209035090050992	0.01500229594916522	0.4861812971137486
MCM4	3.6398051628132344	0.0013854664065432018	0.8319341350386686	0.015037593604313457	-0.4263583675733775
SNX17	-3.5043077175701702	0.0013857898741072932	-0.18001270615177845	0.015037593604313457	0.30888674947937156
GPR162	-3.575517932200678	0.0013838414605329963	-0.6012661918800406	0.015037593604313457	0.41546937586433963
CARD16	-3.498709377837587	0.00138632222206604	-1.496727097361009	0.015037593604313457	0.5003855795708441
CCL28	3.5079399838520366	0.001396165434073175	0.9865151713847831	0.015134433305353216	-0.5155107908411934
SNORA12	-3.4885305696622937	0.0014010451889119508	-0.38391064071365655	0.015175475812882509	0.40253202640638625
MYL12B	-3.488894212332749	0.0014017876454099324	-0.4629149467601863	0.015175475812882509	0.36400892210406816
ZNF644	-3.4905830634387964	0.0014066648558439187	-0.21464102765002302	0.015208673579329725	0.44124166217045185
SEC22C	3.5063721099209713	0.0014066942049963795	0.17419630737399316	0.015208673579329725	-0.47985570244660286
ASB16	3.489226881032504	0.0014182165372602813	0.5233595504959832	0.015323227174803734	-0.43971810136145767
COMMD6	-3.489116081274998	0.0014210058039167129	-0.3969732088590341	0.01533942299331167	0.5303458768376146
PRKD1	-3.4855336257292078	0.001421571352353365	-0.5442715696703289	0.01533942299331167	0.43431634457145646
PCNT	3.4979691115228757	0.001426700587653998	0.32238744145819354	0.015376833854955554	-0.42872057437488625
ORC6	3.576646426462923	0.0014268987437845151	1.0405148051077955	0.015376833854955554	-0.37943752428025473
PRPF38A	-3.5426375054117765	0.0014317319243751408	-0.2514636044941376	0.015408828412659798	0.5265884139177088
C7orf49	3.4807557524301003	0.0014313686091287497	0.1713116361948579	0.015408828412659798	-0.34861618969525904
SMPD4	3.4854180370405827	0.0014337428078460366	0.22884113767333503	0.015420430941120906	-0.42032316575555523
ZSWIM3	-3.533087672636219	0.0014350183354927021	-0.2925243856997364	0.01542411450197	0.42101822823192114
BTN3A1	-3.6037892497095965	0.0014398567869629325	-0.535100920568869	0.01544221956177598	0.4549274213702674
MKS1	-3.497998616497283	0.0014399811817293671	-0.26216373589954056	0.01544221956177598	0.5588085261721131
INPP5B	-3.551033235867242	0.0014408053206050992	-0.28177539284321007	0.01544221956177598	0.45141543601685347
CUL4A	-3.5045249657161555	0.0014395175854887306	-0.1587000072666953	0.01544221956177598	0.3944302777356008
CCR6	3.5019933051754024	0.0014413734670510156	0.6263937726096978	0.01544221956177598	-0.4176251372464298
TDO2	3.4920377342379108	0.0014447034008759586	1.4800802076851158	0.015457858847819077	-0.3823616806664695
GEMIN8	-3.506114285563025	0.001444162118746187	-0.41652596568066613	0.015457858847819077	0.28326856948858004
GIN1	-3.490088197281293	0.0014465411120061537	-0.2873071997404484	0.015467510428572915	0.5713983042295521
PDXP	3.6223276840267644	0.0014509263330667618	0.49508781476865327	0.015470890473349305	-0.3693167921347279
KAT8	-3.4754058023152505	0.0014493780109444035	-0.2134880175754592	0.015470890473349305	0.4324333961879598
ZFP1	-3.5037897662472903	0.0014515365751717846	-0.242361978071421	0.015470890473349305	0.47814470453516433
ADAMTS17	3.4802763813666755	0.00144993990754052	0.9433889326375109	0.015470890473349305	-0.5322237819239835
P2RX5-TAX1BP3	3.536236421318371	0.0014501061961976964	0.3850402342385024	0.015470890473349305	-0.5085325643091644
TNFSF9	3.478118730570463	0.001453418694011153	1.1452051618229202	0.015480969349676785	-0.5828771444587078
LOC400043	3.5856298980077543	0.0014578888434677653	0.9118514122254826	0.015518583690512318	-0.46786007525193896
RPL35A	-3.508855838617047	0.0014629957349210966	-0.4521399600904523	0.015562923097799644	0.5481846990439776
ILK	-3.481719229658759	0.0014679318101699216	-0.3486819002349808	0.015601862914118372	0.4325125304408126
TRAF3IP1	3.4750504364646564	0.0014685438687537468	0.18807987554630756	0.015601862914118372	-0.30406579412913926
MIR3176	3.4795048228282366	0.0014695711533607612	1.056353594653654	0.015602749348880373	-0.4000799264808839
EIF1	-3.5735162437799075	0.0014727952726786859	-0.3101566021172246	0.01561707202369247	0.5745994703341186
CCT6B	-3.4706315747804215	0.0014728095871354764	-0.456626822965414	0.01561707202369247	0.45092707545801236
NDUFS7	-3.469287631080787	0.0014748105189371775	-0.2903472885284284	0.015628264543942616	0.43009340032447485
IMPDH2	-3.4904298749285316	0.00147642598843217	-0.397405013144585	0.015635360675702883	0.5699866899850246
ZNF142	3.4683185157682184	0.0014779201697579984	0.4270930451118531	0.015641164101324885	-0.34643224972842784
WASL	3.4709473329230724	0.0014789374976539673	0.19742368774649144	0.01564191668184116	-0.4240056145824839
ZNF34	-3.4663294287332973	0.0014868742567610094	-0.2657199240287813	0.015715804564268698	0.44957890693360103
PRPF19	-3.5372260202946144	0.0014919098335338017	-0.2693542979511019	0.015758953008400814	0.37319781094962623
SEMA3D	-3.474477981641934	0.0014936063103477713	-0.8085821853721971	0.015766798158594515	0.36397373169232616
TNC	3.4650018348115834	0.0014980449160520441	1.0914902225146292	0.015780929420803697	-0.37367707232481867
ZMIZ1	3.468890545467664	0.0014983370576522232	0.6153040381492829	0.015780929420803697	-0.39991212778263857
LOC284950	3.4768383005342347	0.0014975306067201144	0.7015785485007298	0.015780929420803697	-0.43006482518795036
DGCR11	3.4632712155166128	0.001498763486217519	0.3767773600435911	0.015780929420803697	-0.4760852186671125
POU2AF1	3.486874350087964	0.0014998096113149988	0.4386365401704504	0.01578189222447374	-0.48596690510923507
CYHR1	-3.4710626789242136	0.0015031909591638202	-0.17685692299335365	0.015805923345778555	0.3853622012987965
BBS2	-3.4968810114331865	0.0015040056513767868	-0.3603148664956919	0.015805923345778555	0.24394732608263484
NRBP1	-3.4976091273286434	0.0015091437480898888	-0.18015951539466712	0.015829730520097684	0.4595673417523126
ZNF8	3.4635411385216526	0.0015076680390593076	0.2717110897628183	0.015829730520097684	-0.3785822034402361
ASXL2	3.461042982109004	0.0015085900994212347	0.40255792965842296	0.015829730520097684	-0.36680956383193114
RPL7	-3.466338772084486	0.001515434490295659	-0.42426209843196183	0.015885635738159504	0.5539808443827257
FNTA	-3.5138142889059987	0.0015257710962161102	-0.278242576272957	0.015983854240525043	0.4829141218466126
TMEM138	3.476998315223235	0.001530723195354436	0.25762163093846624	0.016025576404309173	-0.3662978376125933
RPS5	-3.4545245797416215	0.0015340567735389048	-0.3740760040302522	0.016042716680069576	0.5676744749062719
RPL27	-3.460576907183889	0.0015352717795578045	-0.47944338735353575	0.016042716680069576	0.5341945580036035
SNX14	-3.4585523134631098	0.0015351634026319852	-0.21776909843210035	0.016042716680069576	0.30432781995619534
SMC1A	3.4884247938757458	0.0015402717325673668	0.484598953847458	0.01608479596403736	-0.4664454362525117
WTIP	-3.5596363490823113	0.0015419255594240288	-0.3391445856136617	0.016091901150781955	0.3727051128331129
CSNK1G1	3.4523446412116234	0.0015440267195208654	0.16548161685973817	0.016093509268852096	-0.3551449498318356
RPS21	-3.457406494087114	0.001543968842987075	-0.5198503203786764	0.016093509268852096	0.5764525516169459
MZF1	-3.5486094139415063	0.0015457900697103232	-0.3709122457855676	0.01610173638461333	0.3736709367793601
DOCK4	3.452011128486764	0.0015469629356877287	1.1316156346294797	0.01610380622786766	-0.5469190314561154
ZNF786	-3.4516447565296264	0.0015489041865497624	-0.3189221797178341	0.016113867279958543	0.3983106506581882
SLC29A1	3.4507572069666503	0.0015524927336231411	0.9899838636966889	0.01614104237705921	-0.29504440280090294
LOC401321	3.4504317512781233	0.0015551654781516555	0.4236323699164375	0.01614851791414888	-0.5618310021075639
ECI1	-3.4622727808603813	0.0015545593165062765	-0.352772967919357	0.01614851791414888	0.4936249887107756
BCL2L1	3.45263027136012	0.001560631099935407	0.40541407075209257	0.016195099003786698	-0.5233295268199414
LEMD1-AS1	3.452494194513884	0.0015631020916459812	0.43343495540004895	0.016210565042032443	-0.4431020457203063
CNOT7	-3.4523757642642185	0.001566220751916433	-0.18021753687693298	0.016222196564525324	0.5570185923903076
UGDH-AS1	3.4941612761077647	0.0015662928648420957	0.515291451483801	0.016222196564525324	-0.46651983950523124
HIST1H4F	-3.4572595210861734	0.0015671676192333761	-1.1965622092537282	0.016222196564525324	0.44018019655496016
KNTC1	3.518515368236328	0.0015716874325447817	0.749339277656782	0.01625009972714651	-0.3814143508858907
TMEM97	3.5171690636844284	0.001571829257982413	0.7116995485065472	0.01625009972714651	-0.41426126883425707
PPP2R2D	3.454425961702881	0.0015767033124894155	0.18487111421596936	0.01629030153672658	-0.4425013594969784
POGK	-3.4516691090431832	0.0015804276545596434	-0.15966107401573204	0.016318581859791046	0.47999361455591066
PRRC2C	3.4432635757345045	0.0015856191963323884	0.37467069872464265	0.016361966875512307	-0.464747024592272
CHAMP1	3.4949331880306103	0.00158699800016385	0.48184416312619405	0.016365978752781413	-0.37979016694689205
EIF3L	-3.4658515244066135	0.001588886551882962	-0.3142101649516231	0.016375239145372346	0.5209623137441878
ATF7IP	3.444260770225774	0.0015919568204684352	0.2592083749430092	0.016376252768614624	-0.47129223538941317
